ip,timestamp,label,action,risk_score
89.170.159.23,2026-06-22T18:36:19.619383+00:00,port_scan,monitored,45.0
80.153.173.85,2026-06-22T18:36:19.624745+00:00,ddos,monitored,56.0
103.68.38.204,2026-06-22T18:36:27.883694+00:00,port_scan,rate_limited,65.0
146.135.92.233,2026-06-22T18:36:36.011197+00:00,bruteforce,rate_limited,66.0
198.234.117.190,2026-06-22T18:36:44.759213+00:00,sql_injection,rate_limited,74.0
146.188.168.204,2026-06-22T18:36:55.176232+00:00,bruteforce,rate_limited,80.0
146.127.223.75,2026-06-22T18:37:05.538838+00:00,port_scan,blocked,91.0
45.10.47.71,2026-06-22T18:37:14.328844+00:00,malware,rate_limited,79.0
198.17.25.106,2026-06-22T18:37:14.340431+00:00,bruteforce,rate_limited,70.0
89.106.71.150,2026-06-22T18:37:25.553300+00:00,malware,blocked,90
91.69.5.18,2026-06-22T18:37:33.821832+00:00,ddos,monitored,72.0
222.66.215.244,2026-06-22T18:37:33.827961+00:00,bruteforce,monitored,71.0
89.112.208.27,2026-06-22T18:37:45.261028+00:00,malware,rate_limited,67.0
45.111.133.235,2026-06-22T18:37:55.041418+00:00,bruteforce,rate_limited,70.0
89.14.151.145,2026-06-22T18:38:05.376594+00:00,sql_injection,rate_limited,77.0
91.149.181.3,2026-06-22T18:38:15.374982+00:00,bruteforce,monitored,45.0
91.197.205.179,2026-06-22T18:38:23.486089+00:00,sql_injection,monitored,62.0
45.102.135.197,2026-06-22T18:38:33.178847+00:00,bruteforce,monitored,52.0
80.185.106.1,2026-06-22T18:38:42.039124+00:00,ddos,rate_limited,67.0
198.223.13.188,2026-06-22T18:38:50.261230+00:00,port_scan,rate_limited,67.0
146.102.108.184,2026-06-22T18:38:59.028798+00:00,ddos,monitored,67.0
194.223.23.146,2026-06-22T18:38:59.035504+00:00,port_scan,rate_limited,74.0
89.14.221.75,2026-06-22T18:39:09.202940+00:00,bruteforce,monitored,70.0
103.186.14.232,2026-06-22T18:39:09.208013+00:00,port_scan,rate_limited,75.0
89.158.17.109,2026-06-22T18:39:20.279767+00:00,sql_injection,rate_limited,81.0
45.221.57.27,2026-06-22T18:39:29.605428+00:00,ddos,monitored,50.0
91.100.123.1,2026-06-22T18:39:41.410499+00:00,sql_injection,blocked,98.0
198.108.28.182,2026-06-22T18:39:50.392124+00:00,ddos,blocked,92.0
146.6.206.212,2026-06-22T18:39:58.540957+00:00,sql_injection,rate_limited,80.0
198.29.216.94,2026-06-22T18:40:06.804076+00:00,sql_injection,monitored,62.0
103.241.254.124,2026-06-22T18:40:18.755389+00:00,ddos,rate_limited,68.0
194.220.20.106,2026-06-22T18:40:18.760237+00:00,bruteforce,blocked,91.0
185.172.240.175,2026-06-22T18:40:29.375041+00:00,port_scan,rate_limited,73.0
222.233.223.235,2026-06-22T18:40:29.381684+00:00,port_scan,blocked,90
146.71.113.77,2026-06-22T18:40:40.866362+00:00,malware,rate_limited,74.0
91.214.135.62,2026-06-22T18:40:51.553891+00:00,bruteforce,monitored,63.0
103.120.215.242,2026-06-22T18:41:00.728998+00:00,bruteforce,rate_limited,77.0
198.68.169.6,2026-06-22T18:41:12.333298+00:00,malware,blocked,95.0
198.198.197.62,2026-06-22T18:41:22.522185+00:00,ddos,monitored,49.0
103.216.94.59,2026-06-22T18:41:34.376389+00:00,port_scan,rate_limited,75.0
80.107.159.178,2026-06-22T18:41:34.383121+00:00,port_scan,rate_limited,65.0
194.250.126.23,2026-06-22T18:41:45.633907+00:00,bruteforce,blocked,96.0
80.45.133.190,2026-06-22T18:41:57.151124+00:00,bruteforce,monitored,67.0
146.230.217.135,2026-06-22T18:42:08.202413+00:00,bruteforce,blocked,90
185.75.145.57,2026-06-22T18:42:18.313229+00:00,port_scan,rate_limited,73.0
89.239.189.12,2026-06-22T18:42:28.603815+00:00,ddos,rate_limited,72.0
198.222.218.85,2026-06-22T18:42:28.608878+00:00,ddos,rate_limited,75.0
89.189.39.103,2026-06-22T18:42:38.853336+00:00,malware,blocked,90
194.121.182.238,2026-06-22T18:42:38.859243+00:00,malware,blocked,92.0
91.88.227.237,2026-06-22T18:42:50.726701+00:00,ddos,monitored,68.0
45.31.136.247,2026-06-22T18:42:59.565228+00:00,port_scan,rate_limited,69.0
80.107.39.95,2026-06-22T18:42:59.572420+00:00,sql_injection,rate_limited,66.0
146.180.41.201,2026-06-22T18:43:09.569381+00:00,sql_injection,monitored,47.0
45.117.203.62,2026-06-22T18:43:19.583312+00:00,sql_injection,blocked,96.0
45.72.185.115,2026-06-22T18:43:19.588980+00:00,malware,monitored,56.0
198.154.187.65,2026-06-22T18:43:29.514841+00:00,malware,blocked,98.0
198.147.95.67,2026-06-22T18:43:29.520706+00:00,ddos,rate_limited,65.0
146.204.173.49,2026-06-22T18:43:38.181433+00:00,malware,blocked,96.0
185.4.92.250,2026-06-22T18:43:47.659980+00:00,ddos,monitored,51.0
194.47.220.54,2026-06-22T18:43:56.106717+00:00,malware,monitored,60.0
146.231.235.235,2026-06-22T18:44:05.301658+00:00,bruteforce,blocked,96.0
89.24.28.78,2026-06-22T18:44:16.918917+00:00,sql_injection,blocked,95.0
194.122.207.119,2026-06-22T18:44:28.631246+00:00,port_scan,blocked,90
198.160.47.85,2026-06-22T18:44:28.636338+00:00,sql_injection,monitored,60.0
45.125.217.169,2026-06-22T18:44:38.354869+00:00,port_scan,rate_limited,83.0
89.18.194.75,2026-06-22T18:44:49.061035+00:00,bruteforce,rate_limited,71.0
194.226.73.7,2026-06-22T18:44:49.067180+00:00,bruteforce,rate_limited,74.0
198.251.50.72,2026-06-22T18:44:59.862785+00:00,malware,rate_limited,73.0
194.233.60.189,2026-06-22T18:45:11.454808+00:00,sql_injection,rate_limited,75.0
91.19.235.80,2026-06-22T18:45:19.555696+00:00,sql_injection,monitored,74.0
89.52.179.53,2026-06-22T18:45:30.464071+00:00,bruteforce,blocked,90
185.26.74.167,2026-06-22T18:45:40.788216+00:00,port_scan,monitored,72.0
103.246.234.226,2026-06-22T18:45:49.774754+00:00,bruteforce,monitored,64.0
185.214.152.77,2026-06-22T18:45:59.965665+00:00,malware,rate_limited,65.0
45.51.166.66,2026-06-22T18:46:09.229259+00:00,port_scan,blocked,90
91.150.245.175,2026-06-22T18:46:09.237623+00:00,malware,monitored,58.0
45.239.180.244,2026-06-22T18:46:18.437322+00:00,sql_injection,monitored,59.0
185.47.229.197,2026-06-22T18:46:28.134215+00:00,sql_injection,monitored,56.0
91.117.30.125,2026-06-22T18:46:37.708404+00:00,malware,monitored,65.0
222.83.6.88,2026-06-22T18:46:48.595322+00:00,malware,blocked,92.0
222.113.7.7,2026-06-22T18:46:48.600788+00:00,malware,rate_limited,82.0
146.10.24.183,2026-06-22T18:46:59.027953+00:00,ddos,rate_limited,71.0
91.171.135.213,2026-06-22T18:46:59.032662+00:00,sql_injection,monitored,47.0
91.135.159.39,2026-06-22T18:47:08.080827+00:00,sql_injection,monitored,57.0
45.142.109.126,2026-06-22T18:47:16.936764+00:00,bruteforce,rate_limited,66.0
80.17.60.15,2026-06-22T18:47:28.622653+00:00,ddos,blocked,90
185.206.250.186,2026-06-22T18:47:28.627758+00:00,sql_injection,blocked,97.0
80.101.155.205,2026-06-22T18:47:38.987621+00:00,malware,blocked,90
89.213.98.143,2026-06-22T18:47:38.992580+00:00,ddos,rate_limited,72.0
91.168.90.211,2026-06-22T18:47:47.936037+00:00,port_scan,blocked,93.0
185.50.212.244,2026-06-22T18:47:59.099112+00:00,sql_injection,monitored,53.0
91.59.196.53,2026-06-22T18:47:59.103739+00:00,malware,rate_limited,76.0
103.149.77.124,2026-06-22T18:48:10.412182+00:00,sql_injection,blocked,98.0
194.87.104.127,2026-06-22T18:48:19.044503+00:00,malware,blocked,90
45.38.212.12,2026-06-22T18:48:19.049456+00:00,sql_injection,monitored,60.0
194.102.170.112,2026-06-22T18:48:30.746867+00:00,bruteforce,rate_limited,81.0
198.213.113.217,2026-06-22T18:48:42.248940+00:00,sql_injection,monitored,54.0
146.80.137.178,2026-06-22T18:48:53.837374+00:00,bruteforce,rate_limited,70.0
222.59.165.20,2026-06-22T18:48:53.844605+00:00,bruteforce,monitored,51.0
198.141.103.109,2026-06-22T18:49:02.830880+00:00,sql_injection,rate_limited,70.0
185.240.95.167,2026-06-22T18:49:11.989880+00:00,ddos,monitored,73.0
194.185.60.89,2026-06-22T18:49:23.184166+00:00,malware,rate_limited,65.0
89.193.69.174,2026-06-22T18:49:34.118009+00:00,malware,blocked,94.0
194.241.60.63,2026-06-22T18:49:34.125109+00:00,sql_injection,rate_limited,82.0
222.150.104.98,2026-06-22T18:49:45.526850+00:00,sql_injection,rate_limited,76.0
45.116.111.46,2026-06-22T18:49:56.766787+00:00,bruteforce,monitored,46.0
80.97.206.102,2026-06-22T18:50:07.866556+00:00,port_scan,rate_limited,83.0
91.184.114.117,2026-06-22T18:50:19.409927+00:00,malware,monitored,46.0
45.156.209.108,2026-06-22T18:50:19.414287+00:00,bruteforce,blocked,95.0
198.91.37.141,2026-06-22T18:52:33.740580+00:00,malware,blocked,91.0
103.119.83.209,2026-06-22T18:52:33.744368+00:00,ddos,blocked,96.0
89.23.180.150,2026-06-22T18:52:44.756327+00:00,sql_injection,blocked,90
103.164.90.26,2026-06-22T18:52:54.357857+00:00,ddos,rate_limited,72.0
45.8.96.159,2026-06-22T18:52:54.363532+00:00,sql_injection,rate_limited,81.0
198.229.88.2,2026-06-22T18:53:02.566185+00:00,bruteforce,rate_limited,70.0
185.208.134.170,2026-06-22T18:53:11.080960+00:00,malware,rate_limited,81.0
198.186.103.29,2026-06-22T18:53:20.277806+00:00,ddos,rate_limited,82.0
91.10.45.145,2026-06-22T19:07:08.643525+00:00,malware,blocked,90
45.198.18.166,2026-06-22T19:07:17.419926+00:00,port_scan,monitored,48.0
103.106.124.157,2026-06-22T19:25:12.717338+00:00,bruteforce,blocked,90
185.145.235.54,2026-06-22T19:40:20.735506+00:00,malware,rate_limited,66.0
45.52.21.254,2026-06-22T19:57:31.710137+00:00,ddos,monitored,74.0
91.93.114.180,2026-06-22T20:14:23.745784+00:00,ddos,rate_limited,82.0
89.84.138.131,2026-06-22T20:14:23.748998+00:00,sql_injection,rate_limited,78.0
89.56.149.91,2026-06-22T20:30:04.681510+00:00,malware,monitored,51.0
185.148.79.234,2026-06-22T20:47:42.658911+00:00,bruteforce,rate_limited,71.0
91.219.32.6,2026-06-22T20:51:12.656881+00:00,malware,rate_limited,67.0
80.198.33.3,2026-06-22T21:07:52.645935+00:00,ddos,rate_limited,69.0
146.27.116.178,2026-06-22T21:25:42.648052+00:00,ddos,blocked,94.0
89.132.83.78,2026-06-22T21:43:09.638796+00:00,ddos,blocked,90
45.7.31.163,2026-06-22T21:43:09.642469+00:00,bruteforce,rate_limited,77.0
103.40.10.229,2026-06-22T22:00:21.624269+00:00,malware,rate_limited,76.0
146.84.254.59,2026-06-22T22:15:29.603301+00:00,malware,rate_limited,70.0
80.96.63.34,2026-06-22T22:31:43.591908+00:00,bruteforce,monitored,61.0
185.22.146.21,2026-06-22T22:31:43.594724+00:00,port_scan,blocked,90.0
45.232.100.97,2026-06-22T22:46:46.589996+00:00,sql_injection,rate_limited,84.0
91.184.205.250,2026-06-22T23:02:36.569301+00:00,ddos,monitored,45.0
45.52.108.86,2026-06-22T23:19:14.559285+00:00,bruteforce,rate_limited,79.0
103.230.185.153,2026-06-22T23:19:14.562480+00:00,ddos,rate_limited,67.0
222.99.107.56,2026-06-22T23:35:00.560178+00:00,ddos,rate_limited,65.0
185.139.209.12,2026-06-22T23:51:42.537716+00:00,bruteforce,monitored,74.0
80.131.228.19,2026-06-23T00:08:21.526738+00:00,malware,rate_limited,71.0
194.203.1.189,2026-06-23T00:25:00.533069+00:00,malware,blocked,97.0
103.204.85.126,2026-06-23T00:41:42.506696+00:00,sql_injection,monitored,46.0
185.5.76.230,2026-06-23T00:59:20.494010+00:00,port_scan,rate_limited,77.0
146.56.3.238,2026-06-23T01:17:19.494114+00:00,malware,rate_limited,76.0
89.43.57.161,2026-06-23T01:17:19.497064+00:00,bruteforce,rate_limited,74.0
103.211.175.214,2026-06-23T01:32:43.472583+00:00,bruteforce,rate_limited,76.0
80.253.119.90,2026-06-23T01:48:25.471930+00:00,bruteforce,rate_limited,72.0
198.142.36.85,2026-06-23T02:03:28.451770+00:00,port_scan,blocked,95.0
222.16.170.85,2026-06-23T02:20:05.454012+00:00,sql_injection,blocked,93.0
194.146.93.182,2026-06-23T02:35:47.444104+00:00,sql_injection,monitored,45.0
222.74.229.140,2026-06-23T02:42:42.435682+00:00,malware,blocked,90.0
80.126.218.234,2026-06-23T02:42:54.408012+00:00,sql_injection,blocked,90.0
80.104.224.156,2026-06-23T02:42:54.414213+00:00,malware,monitored,46.0
194.64.109.10,2026-06-23T02:52:44.419721+00:00,ddos,monitored,62.0
185.142.179.12,2026-06-23T02:52:44.422902+00:00,port_scan,rate_limited,81.0
222.82.210.7,2026-06-23T03:08:47.409333+00:00,ddos,rate_limited,72.0
222.98.35.103,2026-06-23T03:24:11.398584+00:00,sql_injection,monitored,57.0
194.179.124.79,2026-06-23T03:39:48.388711+00:00,sql_injection,blocked,90
194.209.79.118,2026-06-23T03:43:42.382665+00:00,malware,blocked,93.0
194.232.43.11,2026-06-23T04:00:03.388418+00:00,ddos,monitored,50.0
185.33.133.78,2026-06-23T04:16:09.378252+00:00,malware,monitored,46.0
146.46.80.51,2026-06-23T04:16:09.380960+00:00,sql_injection,monitored,48.0
222.176.107.100,2026-06-23T04:32:55.374407+00:00,ddos,rate_limited,79.0
45.124.204.199,2026-06-23T04:44:42.355977+00:00,bruteforce,rate_limited,77.0
45.103.186.148,2026-06-23T04:51:37.892531+00:00,ddos,blocked,92.0
194.149.145.8,2026-06-23T04:51:47.554792+00:00,malware,rate_limited,80.0
146.27.196.107,2026-06-23T04:55:46.702978+00:00,port_scan,monitored,66.0
194.251.134.127,2026-06-23T04:55:55.736451+00:00,sql_injection,monitored,58.0
198.150.38.107,2026-06-23T04:56:04.802892+00:00,sql_injection,rate_limited,71.0
198.122.150.188,2026-06-23T04:56:14.587661+00:00,bruteforce,blocked,92.0
194.21.246.87,2026-06-23T04:56:14.593969+00:00,port_scan,monitored,58.0
45.223.9.46,2026-06-23T04:56:25.408189+00:00,ddos,blocked,91.0
194.166.19.191,2026-06-23T04:56:35.500597+00:00,port_scan,monitored,45.0
80.44.54.158,2026-06-23T04:56:47.381691+00:00,ddos,rate_limited,76.0
80.231.41.219,2026-06-23T04:56:57.480632+00:00,sql_injection,rate_limited,82.0
198.20.154.61,2026-06-23T04:57:08.166235+00:00,malware,blocked,98.0
185.220.1.113,2026-06-23T04:57:20.172096+00:00,malware,blocked,90
91.253.102.89,2026-06-23T04:57:31.986224+00:00,sql_injection,rate_limited,75.0
185.116.29.157,2026-06-23T04:57:41.807165+00:00,bruteforce,rate_limited,65.0
89.97.48.91,2026-06-23T04:57:49.883922+00:00,bruteforce,rate_limited,79.0
103.219.168.154,2026-06-23T04:57:58.655968+00:00,bruteforce,monitored,49.0
103.145.241.36,2026-06-23T04:57:58.661789+00:00,malware,blocked,96.0
198.75.199.60,2026-06-23T04:58:07.551838+00:00,sql_injection,rate_limited,80.0
222.86.127.76,2026-06-23T04:58:17.484093+00:00,malware,rate_limited,67.0
198.126.180.201,2026-06-23T04:58:26.390539+00:00,port_scan,monitored,59.0
89.137.11.231,2026-06-23T04:58:36.958163+00:00,malware,blocked,90
103.175.13.212,2026-06-23T04:58:45.123862+00:00,malware,blocked,98.0
198.94.197.159,2026-06-23T04:58:55.380486+00:00,ddos,rate_limited,69.0
89.32.109.27,2026-06-23T04:59:05.053500+00:00,malware,blocked,92.0
91.234.144.64,2026-06-23T04:59:15.375762+00:00,malware,monitored,62.0
146.216.36.126,2026-06-23T04:59:23.733181+00:00,sql_injection,monitored,71.0
91.228.69.67,2026-06-23T04:59:23.738674+00:00,sql_injection,blocked,90
103.57.41.230,2026-06-23T04:59:34.987372+00:00,sql_injection,monitored,57.0
185.204.130.68,2026-06-23T04:59:46.788477+00:00,malware,blocked,95.0
89.133.145.75,2026-06-23T04:59:57.430201+00:00,sql_injection,monitored,65.0
146.254.170.110,2026-06-23T05:00:08.286119+00:00,malware,rate_limited,70.0
198.1.177.29,2026-06-23T05:00:17.799189+00:00,port_scan,monitored,45.0
103.31.236.201,2026-06-23T05:00:29.317296+00:00,malware,rate_limited,73.0
185.9.15.124,2026-06-23T05:00:29.322255+00:00,sql_injection,blocked,90
146.11.135.102,2026-06-23T05:00:37.497726+00:00,malware,monitored,69.0
198.117.32.116,2026-06-23T05:00:46.190200+00:00,bruteforce,rate_limited,76.0
80.88.203.205,2026-06-23T05:00:54.381400+00:00,sql_injection,monitored,71.0
222.85.243.241,2026-06-23T05:00:54.386551+00:00,ddos,rate_limited,67.0
91.58.50.55,2026-06-23T05:01:04.304647+00:00,sql_injection,monitored,56.0
222.224.86.10,2026-06-23T05:01:04.311976+00:00,bruteforce,monitored,51.0
91.68.206.6,2026-06-23T05:01:13.791927+00:00,bruteforce,blocked,90
80.211.197.206,2026-06-23T05:01:13.797301+00:00,ddos,rate_limited,80.0
194.130.79.74,2026-06-23T05:01:24.745447+00:00,sql_injection,monitored,68.0
222.81.79.58,2026-06-23T05:01:36.184939+00:00,sql_injection,rate_limited,83.0
198.81.31.29,2026-06-23T05:01:47.291532+00:00,port_scan,blocked,98.0
222.223.29.91,2026-06-23T05:01:55.405311+00:00,sql_injection,rate_limited,65.0
89.207.103.8,2026-06-23T05:02:06.472829+00:00,malware,rate_limited,78.0
80.195.62.150,2026-06-23T05:02:15.500857+00:00,port_scan,blocked,95.0
222.248.23.32,2026-06-23T05:02:27.259448+00:00,malware,blocked,90
194.113.238.145,2026-06-23T05:02:36.308558+00:00,sql_injection,monitored,55.0
89.93.134.66,2026-06-23T05:02:45.026454+00:00,port_scan,rate_limited,69.0
194.97.2.27,2026-06-23T05:02:55.903183+00:00,sql_injection,blocked,90.0
80.135.116.76,2026-06-23T05:03:05.867030+00:00,port_scan,rate_limited,84.0
45.46.162.28,2026-06-23T05:03:14.529967+00:00,ddos,rate_limited,77.0
194.210.63.10,2026-06-23T05:03:14.537553+00:00,bruteforce,rate_limited,67.0
103.153.182.194,2026-06-23T05:03:24.230505+00:00,ddos,rate_limited,79.0
91.100.114.191,2026-06-23T05:03:24.236380+00:00,port_scan,rate_limited,83.0
198.91.6.200,2026-06-23T05:03:33.553372+00:00,malware,monitored,52.0
103.54.217.198,2026-06-23T05:03:44.924503+00:00,sql_injection,blocked,94.0
198.40.39.246,2026-06-23T05:03:53.506045+00:00,bruteforce,blocked,90
194.126.143.44,2026-06-23T05:03:53.512426+00:00,port_scan,monitored,47.0
198.155.180.132,2026-06-23T05:04:04.906710+00:00,sql_injection,monitored,54.0
198.199.17.110,2026-06-23T05:04:13.864626+00:00,sql_injection,blocked,93.0
45.190.218.161,2026-06-23T05:04:13.872453+00:00,malware,monitored,47.0
194.24.236.117,2026-06-23T05:04:24.350522+00:00,malware,blocked,94.0
89.156.125.91,2026-06-23T05:04:24.358314+00:00,ddos,blocked,90
91.108.183.29,2026-06-23T05:04:33.460050+00:00,malware,rate_limited,70.0
146.19.34.170,2026-06-23T05:04:43.305313+00:00,malware,rate_limited,73.0
80.83.83.189,2026-06-23T05:04:51.968866+00:00,ddos,monitored,71.0
222.195.195.72,2026-06-23T05:05:02.428485+00:00,sql_injection,rate_limited,74.0
89.90.22.211,2026-06-23T05:05:13.321037+00:00,bruteforce,monitored,70.0
91.232.115.236,2026-06-23T05:05:23.989707+00:00,bruteforce,rate_limited,76.0
103.88.193.67,2026-06-23T05:05:23.995997+00:00,ddos,blocked,96.0
198.110.34.143,2026-06-23T05:05:33.749341+00:00,bruteforce,rate_limited,69.0
198.80.220.134,2026-06-23T05:05:33.755381+00:00,malware,blocked,90
185.103.165.89,2026-06-23T05:05:44.237056+00:00,malware,blocked,90
45.98.39.245,2026-06-23T05:05:44.245706+00:00,ddos,rate_limited,70.0
146.183.87.187,2026-06-23T05:05:55.718492+00:00,ddos,monitored,47.0
89.250.123.207,2026-06-23T05:06:03.951247+00:00,sql_injection,monitored,66.0
185.119.88.89,2026-06-23T05:06:03.955329+00:00,bruteforce,rate_limited,81.0
103.134.129.241,2026-06-23T05:06:14.050987+00:00,bruteforce,blocked,94.0
198.17.235.149,2026-06-23T05:06:14.055644+00:00,malware,blocked,94.0
80.241.92.89,2026-06-23T05:06:24.428276+00:00,malware,rate_limited,73.0
45.30.83.60,2026-06-23T05:06:24.432861+00:00,ddos,rate_limited,73.0
45.196.19.190,2026-06-23T05:06:32.755092+00:00,malware,monitored,55.0
198.214.106.217,2026-06-23T05:06:42.879687+00:00,bruteforce,rate_limited,73.0
198.7.53.205,2026-06-23T05:06:51.068045+00:00,ddos,blocked,98.0
91.88.99.157,2026-06-23T05:06:59.919512+00:00,malware,rate_limited,73.0
222.222.198.212,2026-06-23T05:07:08.051102+00:00,port_scan,rate_limited,71.0
80.75.215.147,2026-06-23T05:07:19.594831+00:00,ddos,monitored,62.0
194.109.15.80,2026-06-23T05:07:31.115504+00:00,sql_injection,rate_limited,71.0
103.98.93.208,2026-06-23T05:07:39.935082+00:00,ddos,monitored,56.0
222.161.254.143,2026-06-23T05:07:50.452920+00:00,ddos,rate_limited,65.0
146.180.81.11,2026-06-23T05:07:58.610486+00:00,bruteforce,rate_limited,79.0
146.248.166.161,2026-06-23T05:07:58.614585+00:00,ddos,rate_limited,66.0
185.165.16.66,2026-06-23T05:08:07.731720+00:00,ddos,rate_limited,84.0
91.75.5.207,2026-06-23T05:08:16.373161+00:00,bruteforce,monitored,66.0
194.142.215.40,2026-06-23T05:08:24.476680+00:00,ddos,monitored,67.0
185.124.29.146,2026-06-23T05:08:24.482789+00:00,bruteforce,blocked,90
146.175.23.90,2026-06-23T05:08:32.589409+00:00,bruteforce,blocked,92.0
185.35.125.75,2026-06-23T05:08:41.180423+00:00,sql_injection,blocked,94.0
185.44.65.215,2026-06-23T05:08:50.393532+00:00,port_scan,rate_limited,76.0
45.236.243.77,2026-06-23T05:08:59.859680+00:00,malware,monitored,71.0
80.76.33.189,2026-06-23T05:09:10.532179+00:00,ddos,monitored,61.0
80.29.108.157,2026-06-23T05:09:21.680300+00:00,port_scan,rate_limited,81.0
91.119.189.219,2026-06-23T05:09:31.798010+00:00,port_scan,blocked,90
91.83.129.67,2026-06-23T05:09:40.286106+00:00,bruteforce,monitored,68.0
103.77.17.254,2026-06-23T05:09:51.757676+00:00,sql_injection,monitored,57.0
80.69.93.245,2026-06-23T05:10:02.849118+00:00,bruteforce,monitored,74.0
222.40.8.225,2026-06-23T05:10:13.907906+00:00,sql_injection,rate_limited,75.0
194.209.94.159,2026-06-23T05:10:13.912763+00:00,malware,blocked,96.0
89.117.213.78,2026-06-23T05:10:22.954586+00:00,malware,blocked,90
45.205.218.11,2026-06-23T05:10:32.264622+00:00,bruteforce,monitored,68.0
45.240.180.217,2026-06-23T05:10:41.893764+00:00,port_scan,blocked,90
103.81.143.131,2026-06-23T05:10:50.589297+00:00,port_scan,monitored,48.0
89.203.5.131,2026-06-23T05:11:02.104232+00:00,malware,blocked,92.0
185.13.20.134,2026-06-23T05:11:12.304700+00:00,ddos,rate_limited,67.0
80.190.28.121,2026-06-23T05:11:22.535285+00:00,sql_injection,rate_limited,82.0
222.210.75.236,2026-06-23T05:11:34.417337+00:00,port_scan,blocked,90.0
194.16.51.124,2026-06-23T05:11:34.423107+00:00,malware,blocked,95.0
45.115.214.51,2026-06-23T05:11:46.277410+00:00,ddos,blocked,90
89.56.47.215,2026-06-23T05:11:54.833976+00:00,ddos,monitored,50.0
198.216.13.191,2026-06-23T05:12:03.273768+00:00,malware,monitored,66.0
45.203.143.55,2026-06-23T05:12:12.071199+00:00,sql_injection,blocked,98.0
91.23.37.99,2026-06-23T05:12:20.273415+00:00,malware,blocked,90
222.236.52.15,2026-06-23T05:12:28.792133+00:00,malware,blocked,91.0
103.195.157.225,2026-06-23T05:12:28.797724+00:00,malware,blocked,90
146.143.213.222,2026-06-23T05:12:39.152137+00:00,bruteforce,rate_limited,84.0
45.80.198.222,2026-06-23T05:12:39.156741+00:00,sql_injection,blocked,91.0
91.218.145.227,2026-06-23T05:12:47.313870+00:00,port_scan,blocked,90
103.160.231.254,2026-06-23T05:12:56.003360+00:00,port_scan,monitored,68.0
91.203.13.2,2026-06-23T05:13:04.254348+00:00,port_scan,blocked,92.0
45.246.73.3,2026-06-23T05:13:04.259561+00:00,ddos,rate_limited,84.0
45.123.34.157,2026-06-23T05:13:12.590155+00:00,port_scan,monitored,49.0
185.58.19.107,2026-06-23T05:13:21.855195+00:00,bruteforce,rate_limited,78.0
103.161.203.97,2026-06-23T05:13:32.474904+00:00,ddos,blocked,98.0
146.178.67.82,2026-06-23T05:13:40.777856+00:00,malware,monitored,50.0
222.189.45.237,2026-06-23T05:13:52.064650+00:00,ddos,monitored,58.0
91.209.86.113,2026-06-23T05:14:02.369328+00:00,port_scan,monitored,50.0
146.159.37.221,2026-06-23T05:14:11.452822+00:00,malware,rate_limited,65.0
91.210.4.189,2026-06-23T05:14:21.673711+00:00,ddos,rate_limited,78.0
198.92.4.69,2026-06-23T05:14:30.361679+00:00,sql_injection,rate_limited,81.0
222.185.108.113,2026-06-23T05:14:41.235304+00:00,bruteforce,monitored,69.0
89.173.117.145,2026-06-23T05:14:49.413107+00:00,port_scan,blocked,95.0
222.7.171.111,2026-06-23T05:14:49.421983+00:00,bruteforce,monitored,69.0
80.17.23.237,2026-06-23T05:14:59.701247+00:00,malware,blocked,92.0
194.206.64.233,2026-06-23T05:15:09.558137+00:00,malware,rate_limited,75.0
222.212.118.209,2026-06-23T05:15:09.563478+00:00,malware,rate_limited,70.0
91.116.231.216,2026-06-23T05:15:18.782809+00:00,ddos,blocked,98.0
194.146.34.185,2026-06-23T05:15:18.787820+00:00,sql_injection,rate_limited,75.0
89.27.44.117,2026-06-23T05:15:27.399330+00:00,port_scan,rate_limited,83.0
146.57.73.188,2026-06-23T05:15:36.055033+00:00,bruteforce,rate_limited,68.0
222.169.161.117,2026-06-23T05:15:46.439349+00:00,sql_injection,rate_limited,83.0
185.34.142.105,2026-06-23T05:15:55.001888+00:00,port_scan,monitored,54.0
146.199.206.31,2026-06-23T05:16:03.990738+00:00,bruteforce,blocked,93.0
222.139.242.61,2026-06-23T05:16:03.997201+00:00,port_scan,rate_limited,73.0
91.242.171.30,2026-06-23T05:16:15.520306+00:00,port_scan,blocked,94.0
80.217.254.27,2026-06-23T05:16:26.742071+00:00,malware,blocked,90
103.21.106.103,2026-06-23T05:16:37.947235+00:00,ddos,monitored,48.0
89.75.58.39,2026-06-23T05:16:48.273296+00:00,port_scan,monitored,60.0
80.59.71.100,2026-06-23T05:16:57.464777+00:00,bruteforce,monitored,54.0
103.155.229.119,2026-06-23T05:17:05.594984+00:00,ddos,rate_limited,81.0
80.80.109.96,2026-06-23T05:17:14.031610+00:00,ddos,blocked,91.0
89.146.150.188,2026-06-23T05:17:14.037895+00:00,ddos,monitored,53.0
45.58.165.221,2026-06-23T05:17:24.375065+00:00,sql_injection,rate_limited,76.0
89.22.27.228,2026-06-23T05:17:24.390555+00:00,port_scan,blocked,90.0
89.137.185.21,2026-06-23T05:17:33.323411+00:00,sql_injection,blocked,90
45.110.78.93,2026-06-23T05:17:44.817715+00:00,sql_injection,monitored,64.0
80.71.173.165,2026-06-23T05:17:52.931821+00:00,bruteforce,rate_limited,78.0
185.36.162.100,2026-06-23T05:18:02.636520+00:00,sql_injection,blocked,96.0
45.6.82.46,2026-06-23T05:18:13.409293+00:00,sql_injection,rate_limited,69.0
